timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,
1.65546E+12,512,addProductToCart,200,OK,Workers 1-90,text,TRUE,,3231,796,150,231,http://localhost/addToCart,512,0,0,,,
1.65546E+12,240,addProductToCart,200,OK,Workers 1-125,text,TRUE,,3232,836,150,231,http://localhost/addToCart,240,0,0,,,
1.65546E+12,219,addProductToCart,200,OK,Workers 1-77,text,TRUE,,3231,801,150,231,http://localhost/addToCart,219,0,1,,,
1.65546E+12,1125,Login,200,OK,Workers 1-51,text,TRUE,,3193,825,150,228,http://localhost/login,1124,0,1,,,
1.65546E+12,311,addProductToCart,200,OK,Workers 1-34,text,TRUE,,3232,806,150,223,http://localhost/addToCart,311,0,1,,,
1.65546E+12,923,Login,200,OK,Workers 1-82,text,TRUE,,3195,800,150,223,http://localhost/login,923,0,1,,,
1.65546E+12,754,Login,200,OK,Workers 1-106,text,TRUE,,3196,826,150,223,http://localhost/login,754,0,0,,,
1.65546E+12,859,Login,200,OK,Workers 1-92,text,TRUE,,3195,795,150,223,http://localhost/login,859,0,1,,,
1.65546E+12,278,addProductToCart,200,OK,Workers 1-20,text,TRUE,,3231,846,150,222,http://localhost/addToCart,278,0,0,,,
1.65546E+12,716,Login,200,OK,Workers 1-113,text,TRUE,,3194,801,150,222,http://localhost/login,716,0,1,,,
1.65546E+12,273,addProductToCart,200,OK,Workers 1-111,text,TRUE,,3232,811,150,221,http://localhost/addToCart,272,0,0,,,
1.65546E+12,307,addProductToCart,200,OK,Workers 1-33,text,TRUE,,3231,846,150,221,http://localhost/addToCart,307,0,1,,,
1.65546E+12,918,Login,200,OK,Workers 1-86,text,TRUE,,3193,830,150,221,http://localhost/login,918,0,1,,,
1.65546E+12,622,Login,200,OK,Workers 1-131,text,TRUE,,3196,791,150,220,http://localhost/login,622,0,0,,,
1.65546E+12,730,Login,200,OK,Workers 1-116,text,TRUE,,3194,821,150,220,http://localhost/login,730,0,1,,,
1.65546E+12,503,addProductToCart,200,OK,Workers 1-100,text,TRUE,,3230,846,150,220,http://localhost/addToCart,503,0,1,,,
1.65546E+12,566,Login,200,OK,Workers 1-140,text,TRUE,,3194,831,150,220,http://localhost/login,566,0,1,,,
1.65546E+12,474,addProductToCart,200,OK,Workers 1-75,text,TRUE,,3231,806,150,220,http://localhost/addToCart,474,0,1,,,
1.65546E+12,336,addProductToCart,200,OK,Workers 1-39,text,TRUE,,3230,836,150,220,http://localhost/addToCart,336,0,0,,,
1.65546E+12,285,addProductToCart,200,OK,Workers 1-133,text,TRUE,,3230,836,150,220,http://localhost/addToCart,285,0,0,,,
1.65546E+12,293,addProductToCart,200,OK,Workers 1-117,text,TRUE,,3231,801,150,220,http://localhost/addToCart,293,0,0,,,
1.65546E+12,477,addProductToCart,200,OK,Workers 1-56,text,TRUE,,3231,841,150,220,http://localhost/addToCart,477,0,1,,,
1.65546E+12,425,addProductToCart,200,OK,Workers 1-94,text,TRUE,,3231,826,150,220,http://localhost/addToCart,425,0,0,,,
1.65546E+12,426,addProductToCart,200,OK,Workers 1-60,text,TRUE,,3231,846,150,220,http://localhost/addToCart,425,0,1,,,
1.65546E+12,584,Login,200,OK,Workers 1-141,text,TRUE,,3196,786,150,220,http://localhost/login,583,0,0,,,
1.65546E+12,483,addProductToCart,200,OK,Workers 1-32,text,TRUE,,3231,811,150,220,http://localhost/addToCart,483,0,0,,,
1.65546E+12,506,addProductToCart,200,OK,Workers 1-119,text,TRUE,,3231,846,150,220,http://localhost/addToCart,506,0,1,,,
1.65546E+12,510,addProductToCart,200,OK,Workers 1-43,text,TRUE,,3231,796,150,219,http://localhost/addToCart,510,0,0,,,
1.65546E+12,695,Login,200,OK,Workers 1-130,text,TRUE,,3194,816,150,219,http://localhost/login,695,0,1,,,
1.65546E+12,334,addProductToCart,200,OK,Workers 1-145,text,TRUE,,3232,806,150,219,http://localhost/addToCart,334,0,0,,,
1.65546E+12,589,Login,200,OK,Workers 1-147,text,TRUE,,3195,811,150,219,http://localhost/login,589,0,0,,,
1.65546E+12,508,addProductToCart,200,OK,Workers 1-12,text,TRUE,,3231,811,150,219,http://localhost/addToCart,508,0,0,,,
1.65546E+12,686,addProductToCart,200,OK,Workers 1-83,text,TRUE,,3231,821,150,217,http://localhost/addToCart,686,0,0,,,
1.65546E+12,784,Login,200,OK,Workers 1-128,text,TRUE,,3196,791,150,202,http://localhost/login,784,0,1,,,
